sentence,sentiment
"dpt kmr yg pemanasnya rusak, tp stlh mnt bs diganti dgn air panas dr ember sm petugasnya",0
"Lantai kamar mandi licin, Tidak disediakan shower cap, Pintu kamar mandi gagangnya berat/sulit diputar khawatir tidak bisa dibuka/terkunci dari dalam, Alangkah baiknya disediakan petunjuk arah kiblat di dalam kamar.",0
"Sprei kusam, untuk 1 kasur pakai 2 sprei yang di sambung. Selimut tua banyak sobeknya kloset kotor westafel macet. Banyak kecoanya. Kasur banyak kutunya setiap pagi sampe sore berisik dari lantai atasnya",0
"kmr yg di berikan tdk sesuai sama pesanan di apk...pesanan double bet..malah di kasih singel...di komplen malah di kasih twin bet..katax yg double bet baru di bersihkan...pdhl pesanx 1 hari sebelumx..dan kmr mandi sempit,jorok kebangetan..pdhal hotel syariah.pihak hotel menduakan pesanan lewat aplikasi",0
"Kamar Bau Rokok, snack dan pelengkap dari airy rooms tidak ada",0
"""HANCURNYA PARTAI DEMOKRAT TANPA @SBYudhoyono"" has been chirpified by @TM2000back http://bit.ly/1eFNWhF ",0
Kamar emg bener sih luas. Tapi untuk kamar mandi haduh bau nya ga nguatin. Entah karena salurannya atau karena apa. Tapi mmg baunya kebanget. sampe belain beli stella. Karena satu kamar bau kamar mandi semua. Air panas juga tdk bekerja. 2 kali nginap disitu dengan kamar yang berbeda tapi sama aja kamar mandi tetap bau. ,0
satu hal yg terbaik dari hotel marina ini adalah kamarnya yg cukup luas dan lengkap dengan kulkas kecil didalamnya dengan harga cukup bersahabat (kalau lagi ada promo airy). tapi untuk pelayanan sama maintanance nya kurang. proses check in memakan waktu hingga 30 menit. masuk kamar ga ada handuk keset dll. rak2 dan kursi berdebu. sprei byk noda. ,0
"Kamar superior double nya tdk sesuai gambar, hot shower nya juga tdk ada.  Tks",0
kamarnya lumayan tetapi wifi nya ga bs digunakan...,0
"Shower buat air panasnya nggk jalan,jdi mandi air dingin.. Ada kecoa, semut n tikus. Jadi, berisik ",0
fasilitas tv yg kurang baik ditambah receptions yg kurang baik masa saya ktdran sampai pas wkt check out nya ditelpon trs ke kamar,0
"Hotelnya gelap, kamarnya kotor, bau seperti bau bangkai tikus dan ada KECOAKnya, sepraynya juga koto",0
"Bagus nyaman,  sayang waktu ak nginep kamar mandi nya bau bgt,  semoga lebih baik lg kedepan,  Recomended bgt",0
"Kurang terbuka ""ImaHaugland: vinxho baju khusus malam jubikin suami cenat-2nut  cekibrot bro?? http://bit.ly/1Bvd5lM """,0
"kamar berdebu,  fasilitas air panas di lantai 3 tdak ada, telfon juga tdak ada.. tp staf nya sangat ramah.. ",0
"halo semua , ini @N_AurelJKT48 , maaf ya ga ada kabar , hp ku masih sakit nih :( huhuhu maaf yaa :( sampai jumpa besok laflafu??????",0
Aku penat. Penat dengan orang yang suka salah faham. Asyik nampak aku ni jahat je. Aku penat weh. Maaf kalau aku terpaksa pergi ?,0
AC nya rusak tidak berfungsi mohon di perbaiki (saya menginap di kamar K / L ).,0
"hotelnya sempit, ac nya panas, dan listriknya tatau mati jadi mau gamau harus ganti kamar. ",0
"Tidak diberi snack dan air mineral saat penambahan hari. Dan uang deposit tidak kembali hanya karena sprei kasur kena noda sedikit. Payah payah payah. Pelayanan kurang, tapi malah ngotot nahan uang deposit.",0
"Kalo belajar, HP ada di samping, pas lagi ngapalin materi, ada SMS masuk, langsung lupa belajar",0
saluran di kamar mandinya agak bau dan sdikit mampet di tmpat showernya tpi so far so good,0
"air panas gak berjalan normal, kasian buat mandiin bayi susah jadinya.. ",0
baik dan selalu ingin kembali..cuma perbaiki wifi dan hot waternya utk kamar tertentu,0
"resepsionis ny parah jam 12 mlm blm bisa tidur wifi sm tv kabel dimatiin jadi cuma bisa nonton semut sambil nyari semut di kamar,mana pintu keluar dikunci jd gk bisa cari makan atau pesen gofood.tp parah soal tp sm wifi",0
"ac tidak dingin, airnya kecil. seharusnya sebelum ada yang booking diperiksa dl",0
"Lagi siap pulang udah di ketok2 sm masnya yg nanyanya kurang ramah. Dan HAnduk cuma di kasih satu,pintu kmar mAndi gbs ke tutup",0
sinyal untuk paket appn ssah mohon untuk pke wifi,0
banyak nyamuk dan kecoa.... lantainya juga kotor banget!!! and too much noisy heeeee not that good hmmmm.,0
kamar mandi kotor... ,0
Today!! Duhduh ali main hp mulu yaaa >< ,0
"Kamar tidak ready, dan kurang bersih.",0
"kecewa tempat kotorrr, ga ada air panas, shower tdk berfungsi, tempat tidur dan sprei kotor, tv dan AC bocor dan tidak ada remotenya, kulkas mati tdk berfungsi, sarapan pagi tdk dikasih, semuanya tidak sesuai yg ditawarkan....tidaka puasss",0
itu kancing baju kaya udah ga kuat nahan badan kamu Bae @seongyeol1991 xD ,0
"Lokasi strategis, pelayanan baik, ac dingin, Kamar cukup luas Namun Kamar kotor Dan Kamar mandi bau. Sarapan hanya nasi goreng Dan Telor ceplok Gak ada roti tawar. Bangunan seperti kurang terawat Dan terkesan kuno",0
kondisi kamar mandi kurang bagus serta airnya agak lengket. mungkin karena bangunan lama. Mohon ditingkatkan lagi kebersihan kamarnya. selebihnya oke. terima kasih,0
Aktivis Hong Kong Khawatirkan Peningkatan Sensor Internet: Di Hongkong di mana protes pro demokrasi tahun lalu... http://bit.ly/18aIfGS ,0
kamar seram dan kotor. sepertinya badcovernya tidak di ganti karna banyak bercak noda,0
"Watch """"Tangis Dalam Lagu Cherrybelle Untuk Raffi Ahmad"" | GoSpot RCTI | (10/04/2013)"" on YouTube http://bit.ly/17hA2jl ",0
Muladi Tolak Intervensi yang Disampaikan Wantim Golkar http://elshinta.com/news/2944/2015/02/25/muladi-tolak-intervensi-yang-disampaikan-wantim-golkar ? ,0
seprei dan selimutnya sedikit kotor ,0
sarung bantal bau lembab warna coklat badcover juga... saya sering nginep di airyrooms biasanya putih bersih wangi ..mungkin karna discount 50% jadi dapet kamar begitu..,0
"Sarapan kurang bervariasi. Saat saya datang, Snack box kosong, ketika komplain ke resepsionis katanya habis nunggu beli. lho kuk??? Sungguh mengecewakan",0
"Zaman sekarang tuh mustahil banget kalo orang ga megang hp dalam 3 jam. Jadi kalo kamu ga dibales jg, ya itu sih sengaja diabaikan.",0
"receiptíonist ilang2an, aturannya terlalu byk beserta denda2, proses check in dan check out ribet karena aturannya byk. kamar bersih tp Ac nya gk dingin",0
"Remote ac tidak berfungsi. Ada kecoa dan kaki seribu dimalam hari. Porsi sarapan sedikit. Ada bekas rembesan air di langit-langit kamar dan di dinding nya. Akan tetapi, dengan harga yang relatif murah untuk single room, kamar ini cocok untuk para budget traveller. ",0
"ruangannya oke, cemilannya mungkin ditambah roti atau kopi dan teh ya harga naik 5-10rb gapapalah biar seperti bintang 4, ohiya di fulmar house fasilitasnya tersedia air panas tapi diweb airyrooms fulmar gak tersedia air panas, sama securitynya mengintimidasi gak ramah juga sama tamu.",0
Ngantuk -> matiin laptop -> tarik selimut -> ngecek HP -> online lagi -> gak jadi tidur -> kembali ke awal. Gitu aja terus..,0
"sinyalnya datang dan pergi seperti si dia, si anu, si itu dan.si onoh",0
"baik,hanya aroma airnya yg kurang mendukung saat mandi seperti bau got",0
"smuanya ok tpi snack gk ada, ktanya blum dikirim dri pihak airy nya, remote tv tdk berfungsi. ",0
Keren.  Cuma AC nya aja kurang dingin,0
"tantu lah iyo RT @morry_osd: Kalau lah siap makan tu acok taraso kanyang, siap tu mato mangantuak #TaruihTarang",0
"suasana kamar nyaman, bersih, sayang pas nginap air panasnya trouble, udah komplain k petugas, tp penanganan nya lama..😢",0
"kamarnya bersih, tp sayang wifinya tidak sampai kekamar dan tayangan televisinya burem(gambarnya tidak jernih hampir smua chanel)",0
"pesan kamar double bad, dpetnya twin bad.  handuk kotor. snacks di minta dlu baru di kasih. kamar lantai 3 tapi tdk ada yg membantu mengangkat koper sampai ke kamar. tidak ada lift",0
"Menyenangkan, lokasi dekat ke berbagai resto & tempat makanan (KFC, Richeese, Pizza Hut, dll), dekat Indomaret, parkiran oke. Sayang terakhir ke sana, wifi sedang bemasalah...",0
"lumayan, yg kurang cuma chanel tv, snack, sama alat mandi nya aja. selebihnya bagus",0
spreinya kurang bersih. masih ada bekas rambutnya yg kamar atas. ,0
"Semua oke, hanya tidak mendapatkan snack sesuai yang ditawarkan. Breakfast sekedarnya.",0
"Meskipun ada di ruangan kantor terus dan nggak kena sinar matahari, rambut km tetap bisa rusak lho http://www.zinc.co.id/active-update/5-jenis-kebiasaan-di-kantor-yang-bikin-rambut-rusak ?",0
"Mohamed Morsi seorang muslim demokrat, presiden Mesir 2012-2013, dipenjarakan oleh tentera Mesir ketika coup de tat sehingga skrg #Tribulasi",0
Malem minggu lagunya gini bang...? ? Sadis by Afgan (at ?) ? https://path.com/p/drh7W ,0
sangat mengecewakan. gambar di aplikasi sama kenyataan kamarnya berbeda jauh. kamarnya jelek lantainya hanya semen cor2an gak tehel.aplikasi airy blg maksimal tamu 2 org 1 kamar.tp itu pas mw cek in bilangnya aku cm pilih 1 org trus dimintai cars 50ribu lagi.pokonya ga mau kesitu lagi.recepsionis nya juga tdk ramah .,0
"Di Banda, 2 rumah & 28 ekor sapi, hanyut. 400 rumah, 30 hektare padi dan dua hektare jagung terendam, pagar sekolah dan kantor desa rusak.",0
"udh ketebak cm ending doang ini ""@JANJISUCI_TTV: @Lady6igi coo cwiit bingiit nyuapin @RaffiAhmadLagi  =??",0
"udah cape dari bandung pingin istrahat.udah dpt kamar,eh ac rusak malah dapat kipas angin. walau dapat pot 50rb.trakhr bangun tdr masuk angin. tempatnya bagus tapi gitu kalau soal pelayanan harus di tingkatkan lagi.dan kurang ramah.",0
Masih ingatkah kamu tentang kisah yg pernah terjadi secara singkat dan pada akhirnya engkau? ? Sadis by Afgan ? https://path.com/p/1ALsjd ,0
"Murat, lumayan laah tapi banyak kecoa kecil kamarnya, dan selimutnya kurang bersih banyak bercaknya",0
"Cukup syekali. Selimut masih bau, bikin gak nyaman tidur. Yah sesuai harga lah...",0
"kamar lumayan besar,tp sayang tidak ada keset kamar mandinya,dan airnya kecil,serta ac kurang dingin. tolong di perbaiki agar costumer puas,trima kasih.",0
"Pimpinan KPK Usulan SBY Tak Dipilih Jokowi, Demokrat Protes http://dlvr.it/8dLcFp ",0
Petinggi PDIP Kota Tarakan di Gerebek Saat Sabung Ayam - Indopos http://goo.gl/fb/AK8NOS  #tarakan,0
"t4 nya oke n tenang .hanya sja, kamarnya agak kotor .sebelum tamu masuk kamar, harap dicek dlu",0
privasi sangat minim karena suara kamar tetangga seperti aula utama. saluran tv juga tidak ada yang bisa dinikmati lantaran tv berbayang. persiapkan kaki yang sehat untuk naik ke lantai 4 bagi kamar airy karena hotel tidak memiliki lift.,0
"ac gk dingin, sumpek, toilet mampet.",0
"""Are you okay""  ""Yes, im okay.."" ""Can i call?"" ""Go call the girl yang pakai baju sedondon dengan u duduk sebelah u amik gambar tadi!!""",0
"Pelayanan ok, tapi... kamarnya agak pengap AC sudah agak tua dan berisik.",0
"Air agak bau, AC berisik jadi terganggu ",0
"Saya tidak menyukai kebersihan kamar mandi dikarenakan pada saat saya masuk ke dalamnya,terdapat kecoa mati di toilet dan di bawah shower, kebersihan sprai juga perlu diperhatikan",0
"Kdg kita suka tu ngemil d dlm mobil,kdang jok jd ada noda,ni mimin punya tips dr otosia ttg gmn cara bersiin noda jok http://ow.ly/JmsfB ",0
"Sarung bantal kotor pada saat pertama masuk, tapi dapat diganti. Dan bantal kuga terasa lembab.",0
"Via @AmaliaNia31: hati"" teman saya korban pemecahan kaca mobil dini hari tadi disekitar taman sari, tas sepatu raib ",0
"viewnya & breakfast okelah & ada beberapa hal yg kurang: 1. kolam renang kurang besar  & air kolam renangnya warna hijau jd ga keliatan bersih 2. kelengkapan kamar kurang, musti ditelepon dulu ke resepsionis untuk request sesuatu 3. wifi kurang lancar",0
Kotor makanan pagi nasi goreng saja. tapi ibunya baik ramah,0
kamar mandi tidak bersih kabel tv tidak memiliki power point electricity nya down harus menunggu lama untuk on kembali,0
oke lah gak bosen kok cuma kamar sumpek gak ada ventilasi atau exos,0
"Galian C Dilarang, Sopir Truk Serbu Kantor Gubernur Jateng http://dlvr.it/8hj4Y1  ",0
begitu masuk seisi kamar bau pesing sampai saya harus membeli pewangi ruangan,0
ada tisu bekas pelanggan sebelumnya,0
"sekilas terlihat mewah tapi banya yg kurang, toilet kotor, handuk sangat kecil seperti lap kamar mandi, kamar banyak nyamuk, masa kamar mewah gk dapat selimut. payah !",0
"Pesan 2 kamar cuman dapat sandal 2 pasang,  kamar bau",0
sayang kamar mandi bau,0
Hotel paling parah!! tidak lagi dah menginap disini...kamar bau apek...handuk tambahan bau badan orang...sprei bau badan...ac panas...parahhhhh......!!! Komplain ke Airy Room tidak ada dispensasi apapun!!! Itu komen bagus2 mungkin orang sendiri yang isi...,0
"Awal Check-in sy sudah kecewa krn kamar agak kotor dan tidak tersedia tissue dan keset. Benar saja, ",0
"Tukar Tambah yang menarik ? RT @korantempo: Diminta Sebutkan Bandarnya, Pecandu Sabu Minta Mobil http://bit.ly/1C31Sgt ",0
"Gaun Syahrini Hebohkan Pasar, Halte, dan Pelabuhan http://ow.ly/Jqkki ",0
"Dipikir Jenazah, Keluarga Serbu Mobil Pembawa Barang Milik Korban http://dlvr.it/8fyR9L ",0
"Bangun pagi - masih ngantuk - fokus cari hp - ngeliat socmed, sms, bbm dll - berharap ada kata manis dari orang yg disayang.",0
Jangan salahin cewek kalo suata saat nanti dia pergi karna dia lelah dengan sifat kamu yg cuek dan gak pernah ngehargain perjuangan dia :'),0
#Golkar #ARB Persipura berencana layangkan tuntutan ke BOPI http://bit.ly/1LlKw06 ,0
"Hotelnya nyaman, lengkap dan luar. Tapi sayang saya dapet kamar yang ac nya kurang dingin. Mungkin untuk kedepannya dapat di perbaiki",0
"Wifinya payah, breakfeastnya payah, water dispensernya rusak tamu tidak bs membuat teh atw kopi sndri,pelayanannya lumayan. kamar bersih hanya tempat sampah & keset kakinya perlu diperhatikan kebersihanx. overall masih banyak kekurangan & perlu banyak perbaikan.",0
ruangan berbau asap rokok. selimut banyak rambut rambut yang menempel. air panas tidak menyala. namu,0
Didaskaleinophobia adalah fobia atau rasa takut untuk pergi ke sekolah.,0
"2 kali kesini, AC masih aja ngga seberapa dingin, alat mandi juga cuman sabun ngga ada shampo, air panas/hangat ngga berfungsi.",0
"""@yunartowijaya: Ouwwww... *kaget* ""@kompascom: Demokrat Protes Pimpinan KPK Usulan SBY Tak Dipilih Jokowi http://kom.ps/AFploc """"wkwkwk",0
"kamar luas dan rapi, tapi sayang untuk tv kebetulan sedang jelek sinyalnya dan minta ganti ke kamar yg lain yg memiliki sinyal bagus tidak di perbolehkan karena pesan dari airy rooms dan tidak tersedia wifi",0
"PDIP Dinilai Aneh bila Terima Badrodin Kapolri: INILAHCOM, Jakarta - Anggota Komisi III DPR Fraksi Golkar, Bam... http://bit.ly/1Lp7288 ",0
"PDIP Marah BG Batal Dilantik, Manuver Apa yang akan Dilancarkan? http://dlvr.it/8g4XLf ",0
"Tunjuk Badrodin, Bamsoet Duga ada Deal Jokowi dengan PDIP: Kalau PDIP adem ayem saja, menjelaskan bahwa de... http://bit.ly/1AX8VaJ  #fb",0
Syahrini Mengaku Sakit Saat Dipanggil Polisi: NAMA biduan sekaligus sosialita Syahrini terseret dalam kasus Fe... http://bit.ly/1Lo54Fh ,0
Syahrini Lagi-lagi Tak Penuhi Panggilan Mabes Polri http://goo.gl/fb/f5x3mf  @tabloidbintang,0
"sangat kotor,,, banyak semut,  selimutnya dan handuknya kecil, cleaning service nya gak mw buang sampah pdhal saya 2mlm,dibiarkan aja nmpuk,seprei jg gj diganti. klo gk disuruh bersihkan kmr gk dibersihkan... saya berulang2 nyapu sendiri saking bnyk semut dan klo keluar dikit dr pntu kotornya bkn main.  saya nyesal di airy ini. ",0
Kamar mandi nya kotor banget. Mati lampu 2kali dan lumayan lamaa.,0
tempat yg nyaman dan tenang untuk istirahat..tp tolong ac nya kurang dingin..semoga di perhatikan..,0
"sgt nyaman, hanya saja water heater kurang panas. mhn sdh disediakan selimut bg yg menginap, tdk hrs minta dulu ke resepsionis baru disediakan.",0
"kebersihan perlu di tingkatkan,",0
"Seprenya kurang bersih, sarapannya kurang baik",0
"MA Perberat Hukuman Ratu Atut, ini Kata Golkar http://tinyurl.com/kob73wl ",0
"06.20: Kecelakaan Mobil Box B 9233 KU terguling di Bunderan Air Mancur BSD, Serpong Tangsel, hati2 bg yg melintas disana. | (P. Wahyudin)",0
"""@jpnncom: PDIP Marah Besar Saat Jokowi Pilih BH http://m.jpnn.com/news.php?id=288565 ?""- partai boleh boneka, tapi presiden bukan boneka partai @fadjroeL",0
kondisi kamar sesuai harga. sprei perlu diganti.,0
"Lumayan bagus, hanya air showernya awal panas lama2 dingin",0
"Tempat tidur kotor, ada bercak darah dan debu. AC tidak bisa dingin. Kamar mandi juga tidak bersih. Handuk harus diminta dulu baru dikasih, itupun salah satu handuk masih dalam keadaan lembab. Ketika menginap sempat mati lampu, dan ketika malam lampu tidur mendadak rusak. Lantai vinyl rusak sehingga lantai lengket karena lemnya kemana-mana. Kecewa.",0
"Bikin Video Klip, Syahrini Pakai Konsep Absurd: Penyanyi yang satu ini sedang menggarap video k... http://bit.ly/1vR1Ock  #NewsINFOmedia",0
tidak sesuai yang difoto .. snack ngga ada terus ada nyamuk,0
Snacknya tidak ada. Apakah karena saya transaksi dengan promo 50%?,0
"lantai berdebu, air kurang lancar ",0
#News [MENGEJUT KAN !] Orang Tua Raffi Ahmad Diciduk Polisi http://dlvr.it/8dNxRs  #Assadiqulhaq,0
Saya ok kalau minyak naik 25sen. Kalau berat awak naik 25kg itu yg saya risau. saya risau awak makan untuk hidup atau hidup untuk makan? :'),0
tempat nya seram dan pelayanan kurang ramah,0
Wifi nya jeleeeeeeeek,0
"Perkelahian memperebutkan isu jokowi:Mobil Proton,Mobil Nasional - Chirpstory http://chirpstory.com/li/253117  via @chirpstory",0
kamar sudah cukup bagus dan luas. ac cukup lama baru dingin dan air kamar mandi agak bau pas dibuka pertama kali,0
"nyesel nginep di sini , order lewat airyroom tapi ngak dapat fasilitas airyroom sama sekali, ngecewain banget cekin juga harus nunggu 15menit , parkiran sempit cs jutek ngecewain lah intinya ",0
"Tempat nya nyaman sama kayak kamar ku dirumah, kekurangannya hanya TV nya dan coloka listrik terlalu tinggi",0
"Tuhan, ketika engkau letakkan hatiku, Kumohon jangan letakkan pada hati yang salah. Aku lelah bersama mereka yg datang lalu pergi lagi :')",0
"Pengalaman  pertama  menggunakan fasilitas airy pemesanan dan pembayaran mudah. Fasilitas  lumayan tp sayangnya tdk ada konfirmasi masalah sarapannya, jdi sy dan istri trpaksa sarapan di luar.",0
"Nyaman sih, cuma spreinya kok agak bau ya sama ada noda seperti bercak darah.",0
"kamar kotor, Ac tidak terasa apa apa, toilet udah karatan, Air asin,tv tidak ada warna, customer service tidak mempersiapkan kamar sebelum orang datang untuk menginap",0
"So far good, cuma ruangan agak gelap dan AC nya tidak begitu dingin. ",0
Pesan kamar untuk 3 orang tapi amenitiesnya disediakan hanya untuk 2 orang. WiFi tidak jalan. Disediakan minuman ringan yang tidak dijelaskan free atau tidak. Dikira free ternyata bayar. ,0
"desainnya suka bali bgt, makanan murah tapi lumayan lama sampainya, dan wc nya agak serem sih dan kotor juga wc nya pasir dimana2. pw sih tapi hotelnya buat santai2 di kursi depan",0
"""@JANJISUCI_TTV: lhooo.. itu @RaffiAhmadLagi ngapain yaaa ke pangkalan ojek pake kostum kelinci?? #JANJISUCITTV """,0
"enak sih..bagus..tapi kamar mandinya bau banget,sampe ga tahan baunya...tolong diperbaiki ya gimana caranya supaya gak bau",0
AC tidak dingin sama sekali sampai saya akhirnya mutusin buat check-out. kasurnya banyak sekali pasir dan ngeres buat tidur. airnya bau seperti air payau.,0
"Waktu CheckIn sampai ganti kamar 2 kali (Lantai Kotor, Seprai Lusuh & Bercak Merah, Meja debu tebal, Saluran Air mampet), Tidak ada Properti Airy di kamar (Bantal Biru), Perlu di review lg kerjasama Airy dengan Hotel ini. Pertama dan terakhir menginap disini.",0
Kamar kotor,0
Maling Gondol Rp200 Juta dari Kantor Disdik Kota Sukabumi - Metro TV News http://goo.gl/fb/O7kpMw  #Sukabumi,0
"Sekolah Sudah Mulai, Siswi SMKN 7 Ini Malah Asyik Nongkrong http://bit.ly/1B9FClw ",0
Bagus sih secara keseluruhan. Mungkin wifi nya yg  kurang karena belum sampai ke kamar dan kemarin mungkin lagi ga beruntung dapet kamarnya yg tv nya kurang jernih,0
5. ANAK PALESTINA DILARANG MASUK SEKOLAH 6. KEGIATAN REMAJA MASJID CEGAH EFEK BURUK DUNIA MAYA,0
"EGP RT""@VIVAnews: RT @VIVA_log: Tas Hermes Rp1,5 Miliar Dipakai Belanja Sayur oleh Syahrini http://dlvr.it/8fs9jm  """,0
Wifi jelek ,0
"selimutnya bau, ac nya juga suka bunyi, dan saluran kamar mandinya mungkin mampet karna bau pesing",0
"""Project penuh duka knp hrs dipertahankan @republikaonline: Demokrat Minta Proyek MP3EI Tetap Dijalankan http://republika.co.id/r/nk0thc """,0
"Di California, hewan dilarang kawin secara publik dalam jarak 500 meter dari kedai, sekolah dan tempat ibadah.",0
"SANGAT TIDAK MEMUASKAN!!! Kamar penuh nyamuk,minta obat nyamuk semprot saja tidak ada.dinding penuh dengan nyamuk mati.dalam semalam bisa membuh 20 nyamuk.kamar mandi juga kotor",0
"Ga dapat snack sma peralatan mandi, handuk yg tersedia cuma 1..",0
"Bener gak sih kang @DennyCagur ini akunnya raffi ahmad,masa emailnya Mau di jual??? ",0
"pintu kamar mandi nya jelek, ruangannya bauk",0
"Kamar oke, toilet kurang bersih wc nya dan juga gordyn mandi nya",0
acnya kurang dingin dan tv channel rata  ngilang,0
"INFO LALU LINTAS: Mobil Mogok dan Kecelakaan Truk Sebabkan Kemacetan, Ini Rinciannya http://bitly.com/1Dh8KVl ",0
"Rashid al-Ghannushi, seorang muslim demokrat, pernah hidup dlm pengasingan selama 22 tahun (1989-2011) sebelum menang pilihanraya #Tribulasi",0
"fasilitasnya perlu diperbaiki, akan lebih baik ditambah dengan sandal hotel. penyediaan extra bed kurang memadai. jaringan wifi akan lebih baik dipasang setiap sudut agar jaringan internetnya kuat di setiap kamar. pelayanan hotel sudah baik, tapi akan lebih baik setiap karyawan hotel lebih ramah terhadap tamu",0
Tidak tersedia air panas,0
kamarnya kurang bersih,0
"Aku pernah begitu berharap kamu kembali, dan pada akhirnya aku harus rela kamu benar-benar pergi.",0
"Penting bgt--> @VIVA_log: Tas Hermes Rp1,5 Miliar Dipakai Belanja Sayur oleh Syahrini http://dlvr.it/8fs9jm  """,0
ac lambat dingin,0
Sejak #10TahunLepas sampailah sekarang Conan masih tak besar-besar. Dah la bawak sial mana dia pergi ada saja yg mati.,0
"Sabun,  snack,  dan bathup nya nggak ada,  tidak sesuai sama yg ada difoto",0
"Tunjuk Badrodin, Bamsoet Duga ada Deal Jokowi dengan PDIP: Diamnya Partai Demokrasi Indonesia Perjuangan (PDIP... http://bit.ly/1F7cVmn ",0
"wifi gak connect, suasana kurang tenang karna ada renovasi di lobby, kamar lebih kecil dari keliatannya,  gak ada coffee maker di kamar padahal di fotonya ada, ada lalat di kamar dan susah ngeluarinnya karna jendela cuma kaca dan gabisa dibuka. ",0
"#infoSumbar Sopir Angkot Padang Mogok, Mobil Dinas Walikota Jadi Angkot Dadakan http://id.sumbar.info/FXY ",0
Mobil bagus tp masih buang sampah sembarangan? Malu atuuuh.... #plisatuhlah ,0
"Keran mandi airnya gak ngalir, keran wastafel airnya gak deras, bed sangat kecil uk. 90 cm. Masuk kamar di lantai 2  sinyal hilang total.",0
airy brengsek. menjual kamar hancur berantakan. kalian jual kamar buat tamu esek2 ya??? kamar kotor bau rokok. tidak ada handuk tidak ada air. pintu kamar mandi rusak. komplain ke airy tidak direspon. sangat2 mengecewakan sekali. tutup z airy g pantas kalian jualan kamar kayak gitu. skalian z jual jasa service esek2. hotel kok hancur gt.  ,0
Mirip-mirip Raffi Ahmad.. matanya agak2 belel gituh kayak abis naek KRL tapi di atepnya..,0
"2 kali pindah kamar, kamar pertama toilet tdk dapat digunakan karena closet bocor, kamar kedua AC tidak dingin lalu pindah ke kamar ketiga awalnya toilet tdk keluar air dan harus tunggu 2 jam baru keluar air.",0
"lokasi sangat strategis dekat dengan bandara dan cukup mudah ditemukan. pelayanan kurang ramah, kamar agak bersih tapi kamar mandi bau. air panas bekerja dengan baik. handuk hanya disediakan 1. ada kecoa kering di jendela dan serangga di kamar mandi. overal 3/5 not bad apalagi dengan harga yang sangat terjangkau.",0
"Kurang ramah resepsionistnya,tvnya juga gk bersih chanelnya",0
"Tak ada pesanan, penjualan mobil taksi Januari nol http://industri.kontan.co.id/news/tak-ada-pesanan-penjualan-mobil-taksi-januari-nol ?",0
"Hal yang paling ditakuti #Taurus adalah jika orang yang mereka sayang, pergi meninggalkan mereka",0
"Fasilitas kurang memuaskan...saluran televisi cm ada 3 saluran, AC kurang dingin. Karna kurang memuaskan saya jam 5 sore sudah cek out, masuk jam 2 siang keluar jam 5 sore.",0
"air keran keluarnya kecil & rasanya asin, mungkin karna dekat daerah laut & sedang kemarau. jadi harus nampung dulu kalo mau MCK. handuk hanya tersedia 1, padahal orangnya 2. tempat masih dalam perbaikan, jadi kurang nyaman. jendela tidak ada tirai, jadi keliatan dari seberang. stop kontak hanya tersedia 1 untuk televisi, jadi kalo mau charger hp,kabel  tv harus dicabut. AC kurang dingin, padahal sudah 16°C. ada lemari pakaian yg besar, tapi tidak ada hangernya. keset tipis, jadi kalo mandi kesetnya ikutan basah. Ulasan diatas mungkin banyak minusnya, tapi sesuai lah dengan harganya. terimakasih.",0
"Kamar kotor bau, ad bekas handuk orng (kamar gavdi bersihin), banyak kecoa dan nyamuk, ranjang kotor, pesen yg 1 ranjang besar di kasih yang twin bed, kamar mandi jorok ad bekas darah orang, susah sinyal, harus ke cafe baru dpet wifi, sry saya jujur2 aja bukan di buat2,tq",0
"acnya ga dingin, tombol flush toiletnya nyangkut terus jadi harus benerin sendiri. udah pindah kamar sama aja, eh malah air showernya bau got..",0
"Kamar pas, tp nyaman. TV tidak berfungsi. Hanya pelayanan kurang ramah.",0
Sudah cukup baik. Harga segitu cuman untuk istrahat sudah sangat bagus. Hanya saja air hangatnya kurang berfungsi dengan baik,0
Kubu Partai Golkar Agung Laksono melalui Ketua DPP Partai Golkar Leo Nababan mengaku kaget atas rencana itu. http://bit.ly/18cZVSu ,0
kamar yg didapatkan tidak terlalu bersih. ,0
"Kamar bersih. Jadwal breakfast biasanya 07.00, ini belum ada apa2. Shower mati. Handuk tidak ada. Dan wifi ngadat. Kecewa.",0
Kamu nggak usah susah-susah menjauh aku masih hafal jalan buat pergi.,0
Syahrini Sengaja Tak Minta Izin Buat Keramiaan di Tempat Umum http://dlvr.it/8g1tyq ,0
"Bersih, nyaman dan lingkungan tenang. untuk dapur bisa diperbaiki lagi yaa.. agar lebih bersih 😉",0
"Bikin video klip, Syahrini pakai konsep absurd: Penyanyi yang satu ini sedang menggarap video klip untuk singl... http://bit.ly/1vR1Ock ",0
"Ada beberapa Receptionist dan Security yang kurang RAMAH terhadap Local Guest seperti saya dan keluarga. Membuat sangat kurang nyaman, berbeda dengan Bartender yang di Rooftop Bar sangat RAMAH dan BAIK, juga Bapak security di hari terakhir saya check out beliau membantu saya di parkiran. ",0
ada perbaikan air tapi ga dikasih tau sehingga sempat mandi air kotor pelayanannya kurang ramah,0
"baik, hanya petugas kurang ramah",0
"""bila mak marah kita lepastu paksa turun bawah makan"" be like...... ",0
Cuma wifinya bermasalah itu aja . Dn AC nya kurang dingin mngkin  dah lama gak di cuci,0
